ID	LABEL	SENT	DOC	LABEL	NUM_LABEL
780	1	I have been following this mess for a while. excuse my need for<br>clarification.  Iam thinking seriously IDE vs. SCSI and this thread<br>could not have come at a better time.<br><br>the above quote SCSI-1 {SCSI-2 controller chip}<br><br>are we talking about a SCSI-1 device (e.g. HD) on a SCSI-2 Controller<br>or <br>are we talking about a SCSI-1 Controller that had a chip upgrade<br>using the same chip that is on a SCSI-2 controller board.<br><br>thanks <br><br>                                                       -David<br><br>=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=	I have been following this mess for a while. excuse my need for<br>clarification.  Iam thinking seriously IDE vs. SCSI and this thread<br>could not have come at a better time.<br><br>the above quote SCSI-1 {SCSI-2 controller chip}<br><br>are we talking about a SCSI-1 device (e.g. HD) on a SCSI-2 Controller<br>or <br>are we talking about a SCSI-1 Controller that had a chip upgrade<br>using the same chip that is on a SCSI-2 controller board.<br><br>thanks <br><br>                                                       -David<br><br>=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=		
781	0	"     Don't bother if you have CPBackup or Fastback.  They all offer options <br>not available in the stripped-down MS version (FROM CPS!).  Examples - no <br>proprietary format (to save space), probably no direct DMA access, and no <br>tape drive!"	"     Don't bother if you have CPBackup or Fastback.  They all offer options <br>not available in the stripped-down MS version (FROM CPS!).  Examples - no <br>proprietary format (to save space), probably no direct DMA access, and no <br>tape drive!"		
782	0	"The one line description is:<br>Afflict Your Icons with ""Cursorphobia"""	"The one line description is:<br>Afflict Your Icons with ""Cursorphobia"""		
783	0	"THESE FILES ARE UNSUPPORTED!  IBM has nothing to do with these files or<br>this post.  It's personal this time (and every time I post -- see the<br>signature).<br><br>Due to demand and requests, here are some additional DMQS files I've<br>collected for the XGA-2.  These files function with the latest revision<br>of the drivers for the XGA-2.  Not all these files will work under Windows<br>with the drivers available to the general public at this time.  All files<br>will function under the most recent OS/2 2.1 beta and those I've tried have<br>worked under OS/2 2.0+SP.  Not all files have been fully tested.<br><br>THESE FILES ARE UNSUPPORTED!  They represent a personal collection, not<br>anything resembling an officially supported set.<br><br>As a standard disclaimer I would like to point out the following facts:<br>1) Some of these files may run your adapter out of spec.  Doing so can<br>   stress the ICs on the card and may result in incorrect operation or in<br>   shorter life (how short depends on how much out of spec [boom!] :-).<br>2) Some of these files may run your adapter in a region that is out of<br>   spec for your monitor, resulting in damage to your monitor.<br>3) You should be knowledgable about your monitor and adapter's ability<br>   to use the mode you select.  Using these files represents hacking<br>   in a very true sense, so practice safe computing and don't play<br>   around too much if you don't like the risks and aren't knowledgable<br>   about what you're doing.<br>4) If you feel uncomfortable with all the warnings, use the DMQS files<br>   you have or wait until IBM releases official, tested DMQS files.<br>   Although you should be aware of warning 2) even with the IBM files.<br><br>THESE FILES ARE UNSUPPORTED!  By using them you may invalidate your<br>warrenty.  Not all have been fully tested -- I don't have that many<br>monitors.<br><br>Installation: unpack in your DMQSPATH environment variable, usually<br>c:\xga$dmqs.  Then use the methods described in your XGA-2 installation<br>diskette to change your adapter or settings.<br><br>Packing: these files have been packed with the latest INFOZIP utility.  <br>You will need PKZip 2.x if you don't have the INFOZIP utilities.<br><br>Submitting:  feel free to send me uuencoded versions of your favorite DMQS<br>files for your favorite monitors.  I'm always interested in collecting more.<br><br>Archive:  these files have been uploaded to ftp-os2.nmsu.edu in<br>pub/uploads/xga2dmqs.zip."	"THESE FILES ARE UNSUPPORTED!  IBM has nothing to do with these files or<br>this post.  It's personal this time (and every time I post -- see the<br>signature).<br><br>Due to demand and requests, here are some additional DMQS files I've<br>collected for the XGA-2.  These files function with the latest revision<br>of the drivers for the XGA-2.  Not all these files will work under Windows<br>with the drivers available to the general public at this time.  All files<br>will function under the most recent OS/2 2.1 beta and those I've tried have<br>worked under OS/2 2.0+SP.  Not all files have been fully tested.<br><br>THESE FILES ARE UNSUPPORTED!  They represent a personal collection, not<br>anything resembling an officially supported set.<br><br>As a standard disclaimer I would like to point out the following facts:<br>1) Some of these files may run your adapter out of spec.  Doing so can<br>   stress the ICs on the card and may result in incorrect operation or in<br>   shorter life (how short depends on how much out of spec [boom!] :-).<br>2) Some of these files may run your adapter in a region that is out of<br>   spec for your monitor, resulting in damage to your monitor.<br>3) You should be knowledgable about your monitor and adapter's ability<br>   to use the mode you select.  Using these files represents hacking<br>   in a very true sense, so practice safe computing and don't play<br>   around too much if you don't like the risks and aren't knowledgable<br>   about what you're doing.<br>4) If you feel uncomfortable with all the warnings, use the DMQS files<br>   you have or wait until IBM releases official, tested DMQS files.<br>   Although you should be aware of warning 2) even with the IBM files.<br><br>THESE FILES ARE UNSUPPORTED!  By using them you may invalidate your<br>warrenty.  Not all have been fully tested -- I don't have that many<br>monitors.<br><br>Installation: unpack in your DMQSPATH environment variable, usually<br>c:\xga$dmqs.  Then use the methods described in your XGA-2 installation<br>diskette to change your adapter or settings.<br><br>Packing: these files have been packed with the latest INFOZIP utility.  <br>You will need PKZip 2.x if you don't have the INFOZIP utilities.<br><br>Submitting:  feel free to send me uuencoded versions of your favorite DMQS<br>files for your favorite monitors.  I'm always interested in collecting more.<br><br>Archive:  these files have been uploaded to ftp-os2.nmsu.edu in<br>pub/uploads/xga2dmqs.zip."		
784	0	"DA> Anybody seen mouse cursor distortion running the Diamond 1024x768x256 <br>DA> driver? Sorry, don't know the version of the driver (no indication in the <br>DA> menus) but it's a recently delivered Gateway system.  Am going to try the <br>DA> latest drivers from Diamond BBS but wondered if anyone else had seen this.<br><br>No not at all. I'm using SS24X with BIOS 2.03 and driver<br>from 13. Januar '93. I've never had any problems with the<br>mouse cursor.<br>Is there already a newer driver published?<br><br><br>Greetings<br><br>        Sebastian Beer"	"DA> Anybody seen mouse cursor distortion running the Diamond 1024x768x256 <br>DA> driver? Sorry, don't know the version of the driver (no indication in the <br>DA> menus) but it's a recently delivered Gateway system.  Am going to try the <br>DA> latest drivers from Diamond BBS but wondered if anyone else had seen this.<br><br>No not at all. I'm using SS24X with BIOS 2.03 and driver<br>from 13. Januar '93. I've never had any problems with the<br>mouse cursor.<br>Is there already a newer driver published?<br><br><br>Greetings<br><br>        Sebastian Beer"		
785	1	"If you only do read/print then there is no reason for the joystick stuff<br>not to take 90% of the time even if it is efficient.<br><br><br>The truth is that int 15H joystick reading IS slow. I read it directly<br>from the hardware port. Note that doing so exposes you to intermittent<br>disturbance from interrupts, so you may want to read (say) twice in a<br>row and keep the lower results. Don't just turn interrupts off, it may<br>prove detrimental to the health of any high speed comms and other<br>devices.<br><br>Here is an example of how to do this:<br><br>/* ------------------------------ joy.c ------------------------------------- */<br><br>/* An example of how to read PC joystick port by polling the hardware port<br> * directly.<br> * Uses inp()/outp() for byte port access.<br> * Will timeout when 'int count=0' counts up to zero.<br> * This sample reads one port (A is presented and B is in the comments).<br> * You can read both at once by merging the two, but it will time out<br> * when either joystick is not connected.<br> *<br> * There is no need to optimize this routine since it runs for as long as<br> * the joystick circuitry needs.<br> *<br> * Written by Eyal Lebedinsky (eyal@ise.canberra.edu.au).<br>*/<br><br>#include <stdio.h><br>#include <stdlib.h><br>#include <conio.h><br><br>extern int readjoy (int *x, int *y, int *b1, int *b2);<br><br>#define JOYPORT 0x201<br><br>#define XJOY 0x01 /* for joystick B use 0x04 */<br>#define YJOY 0x02 /* for joystick B use 0x08 */<br>#define XYMASK (XJOY|YJOY)<br>#define BUT1 0x10 /* for joystick B use 0x40 */<br>#define BUT2 0x20 /* for joystick B use 0x80 */<br><br>int     /* returns 0 if ok */<br>readjoy (int *x, int *y, int *b1, int *b2)<br>{<br> register int count;<br> register char temp, joy;<br><br> temp = (char)XYMASK;<br> count = 0;<br> outp (JOYPORT, 0);  /* set trigger */<br> do {<br>  temp ^= (joy = (char)inp (JOYPORT));<br>  if (temp & XJOY)<br>   *x = count;<br>  if (temp & YJOY)<br>   *y = count;<br> } while (++count && ((temp = joy) & XYMASK));<br> *b1 = !(joy & BUT1);<br> *b2 = !(joy & BUT2);<br><br> return (!count);<br>}<br><br>/* This main() is for demonstration.<br>*/<br><br>int<br>main ()<br>{<br> int rc, x, y, b1, b2;"	"If you only do read/print then there is no reason for the joystick stuff<br>not to take 90% of the time even if it is efficient.<br><br><br>The truth is that int 15H joystick reading IS slow. I read it directly<br>from the hardware port. Note that doing so exposes you to intermittent<br>disturbance from interrupts, so you may want to read (say) twice in a<br>row and keep the lower results. Don't just turn interrupts off, it may<br>prove detrimental to the health of any high speed comms and other<br>devices.<br><br>Here is an example of how to do this:<br><br>/* ------------------------------ joy.c ------------------------------------- */<br><br>/* An example of how to read PC joystick port by polling the hardware port<br> * directly.<br> * Uses inp()/outp() for byte port access.<br> * Will timeout when 'int count=0' counts up to zero.<br> * This sample reads one port (A is presented and B is in the comments).<br> * You can read both at once by merging the two, but it will time out<br> * when either joystick is not connected.<br> *<br> * There is no need to optimize this routine since it runs for as long as<br> * the joystick circuitry needs.<br> *<br> * Written by Eyal Lebedinsky (eyal@ise.canberra.edu.au).<br>*/<br><br>#include <stdio.h><br>#include <stdlib.h><br>#include <conio.h><br><br>extern int readjoy (int *x, int *y, int *b1, int *b2);<br><br>#define JOYPORT 0x201<br><br>#define XJOY 0x01 /* for joystick B use 0x04 */<br>#define YJOY 0x02 /* for joystick B use 0x08 */<br>#define XYMASK (XJOY|YJOY)<br>#define BUT1 0x10 /* for joystick B use 0x40 */<br>#define BUT2 0x20 /* for joystick B use 0x80 */<br><br>int     /* returns 0 if ok */<br>readjoy (int *x, int *y, int *b1, int *b2)<br>{<br> register int count;<br> register char temp, joy;<br><br> temp = (char)XYMASK;<br> count = 0;<br> outp (JOYPORT, 0);  /* set trigger */<br> do {<br>  temp ^= (joy = (char)inp (JOYPORT));<br>  if (temp & XJOY)<br>   *x = count;<br>  if (temp & YJOY)<br>   *y = count;<br> } while (++count && ((temp = joy) & XYMASK));<br> *b1 = !(joy & BUT1);<br> *b2 = !(joy & BUT2);<br><br> return (!count);<br>}<br><br>/* This main() is for demonstration.<br>*/<br><br>int<br>main ()<br>{<br> int rc, x, y, b1, b2;"		
786	0	"<br>I don't. I use NDW.<br><br><br>If you like things to be modular, I think you would love System 7.<br>Instead of adding a line to your autoexec.bat, you just drop the<br>icon into the extensions folder.<br>"	"<br>I don't. I use NDW.<br><br><br>If you like things to be modular, I think you would love System 7.<br>Instead of adding a line to your autoexec.bat, you just drop the<br>icon into the extensions folder.<br>"		
787	0	"While I do not speak for Peter Tattam, I am fairly sure he is planning a <br>Winsock compliant version.  While this will definitely not make the initial<br>public release of WinTrumpet, it will follow on shortly thereafter.<br><br>Currently WinTrumpet is in very late beta.  It looks like an excellent <br>product, with several features beyond the DOS version.<br><br>WinTrumpet supports the Trumpet TCP, Novell LWP, and there is also a direct to <br>packet driver version that some people are using with the dis_pkt shim.<br><br>Ashok <br>"	"While I do not speak for Peter Tattam, I am fairly sure he is planning a <br>Winsock compliant version.  While this will definitely not make the initial<br>public release of WinTrumpet, it will follow on shortly thereafter.<br><br>Currently WinTrumpet is in very late beta.  It looks like an excellent <br>product, with several features beyond the DOS version.<br><br>WinTrumpet supports the Trumpet TCP, Novell LWP, and there is also a direct to <br>packet driver version that some people are using with the dis_pkt shim.<br><br>Ashok <br>"		
788	1	" So, has nay of you heard of a computer called the Connection Machine.<br> If so, could you e-mail me any and all info you have,<br> eg- references, ideas etc.<br><br> All help is appreciated.  <br><br> Caviar Dreams<br> L.Cause<br>"	" So, has nay of you heard of a computer called the Connection Machine.<br> If so, could you e-mail me any and all info you have,<br> eg- references, ideas etc.<br><br> All help is appreciated.  <br><br> Caviar Dreams<br> L.Cause<br>"		
789	0	"I found the new drivers to be a significant improvement over the 1.2 version, <br>improving my graphic winmarks (v3.11) by about 2 million (7.77 to 9.88) <br>although this could be the result of intentional benchmark cheating on <br>Cirrus's part but I don't think so.<br><br>From Steve Gibson's (columnist for Info World) graphic card comparisons <br>(also found at the cica ftp site under the name winadv.zip) I extracted the <br>following for the sake of comparison:<br><br>       Wintach<br>               Winbn3.11 Word Sprsht Cad Paint Overall<br>Steve's system:<br>486/33 VLB:<br>ATI Graphics Ultra Pro   9.33  10.34  20.78 8.28 14.90  13.58<br><br>my system -<br>486sx/33 VLB:<br>VL24 Bitblaster    9.88   8.65  11.71 18.84 15.40  13.65<br><br><br>Its no Viper, but I think its a hell of a deal at about a third of the cost of <br>the ATI card and when compared to the other cards included in Gibson's review.<br><br>Micron system owner's, I would be interested to hear your opinions on the <br>DTC 2270VL local bus disk controller. My system came with a Maxtor 7120 <br>drive (120 MB) and at first was only giving me disk winmarks of about 16 Kb/s, <br>I am now at 22 Kb/s. Is this about as good as it gets? I can't get a Norton's<br>sysinfo disk reading because the contoller intercepts the calls, at <br>least that was what the program said.<br>"	"I found the new drivers to be a significant improvement over the 1.2 version, <br>improving my graphic winmarks (v3.11) by about 2 million (7.77 to 9.88) <br>although this could be the result of intentional benchmark cheating on <br>Cirrus's part but I don't think so.<br><br>From Steve Gibson's (columnist for Info World) graphic card comparisons <br>(also found at the cica ftp site under the name winadv.zip) I extracted the <br>following for the sake of comparison:<br><br>       Wintach<br>               Winbn3.11 Word Sprsht Cad Paint Overall<br>Steve's system:<br>486/33 VLB:<br>ATI Graphics Ultra Pro   9.33  10.34  20.78 8.28 14.90  13.58<br><br>my system -<br>486sx/33 VLB:<br>VL24 Bitblaster    9.88   8.65  11.71 18.84 15.40  13.65<br><br><br>Its no Viper, but I think its a hell of a deal at about a third of the cost of <br>the ATI card and when compared to the other cards included in Gibson's review.<br><br>Micron system owner's, I would be interested to hear your opinions on the <br>DTC 2270VL local bus disk controller. My system came with a Maxtor 7120 <br>drive (120 MB) and at first was only giving me disk winmarks of about 16 Kb/s, <br>I am now at 22 Kb/s. Is this about as good as it gets? I can't get a Norton's<br>sysinfo disk reading because the contoller intercepts the calls, at <br>least that was what the program said.<br>"		
790	0	"I am concerned that Quick C in a DOS window has somehow strayed outside<br>its protected mode world and corrupted the smartdrv.exe disk cache and<br>that is what caused the disk problem.<br><br>I thought that DOS programs run in DOS windows were pretty well-contained <br>by Windows.  If that is true, then maybe the Quick C compiler has nothing <br>to do with it.  Has anybody else had this type of problem?<br><br>(I only recently ""upgraded"" from Quick C 2.0 to 2.5.)<br><br>Brad Banko<br> "	"I am concerned that Quick C in a DOS window has somehow strayed outside<br>its protected mode world and corrupted the smartdrv.exe disk cache and<br>that is what caused the disk problem.<br><br>I thought that DOS programs run in DOS windows were pretty well-contained <br>by Windows.  If that is true, then maybe the Quick C compiler has nothing <br>to do with it.  Has anybody else had this type of problem?<br><br>(I only recently ""upgraded"" from Quick C 2.0 to 2.5.)<br><br>Brad Banko<br> "		
791	1	Conner CP3204F<br><br>Please reply via e-mail.  Many thanks in advance!<br>	Conner CP3204F<br><br>Please reply via e-mail.  Many thanks in advance!<br>		
792	1	"For anybody in general who has the Toshiba 3401 CD-ROM drive, have you<br>had any hadware problems?  Door not opening, scratched disks, door not<br>closing (getting stuck or not closing all the way), CD holder jamming<br>and any other CD related problems.<br><br>Thanks in Advance"	"For anybody in general who has the Toshiba 3401 CD-ROM drive, have you<br>had any hadware problems?  Door not opening, scratched disks, door not<br>closing (getting stuck or not closing all the way), CD holder jamming<br>and any other CD related problems.<br><br>Thanks in Advance"		
793	1	If anyoneand email something to me or point me to an anonymous FTP server <br>I'd appreciate it. <br><br>Thanks.<br><br>Al Dykes	If anyoneand email something to me or point me to an anonymous FTP server <br>I'd appreciate it. <br><br>Thanks.<br><br>Al Dykes		
794	0	"Try this:  flip your mouse over, and open up the cover that holds the<br>mouse ball in place.  Remove the ball, and inside you should see<br>(probably) 3 rollers.  If any of the rollers have a tiny layer of<br>caked-on dirt, dust, or otherwise unidentifiable scum on them, carefully<br>scrape it off with a small knife (Xacto works great).  *Be Careful*<br>You do not want to gauge the rollers, just clean off the dirt.<br>Put the ball back in, put the cover on, and there you are.  <br><br>I clean a couple of dozen of these every month here.  Another symptom<br>is that when you move the mouse, it seems to ""click"" along.  If this<br>doesn't solve your problem, at least you have a clean mouse.  I highly<br>recommend using a proper _soft_ mouse pad, and if you are a clean freak,<br>place it in your drawer every night or when you don't use it to keep<br>the dust off.<br><br>Personally I prefer track balls.  Oh, which brings me to another point:<br>if your mouse or trackball tracks optically, and the sunlight is <br>streaming through the window onto your mouse/trackball, you may notice<br>that it will stop working.  If this happens to you, close the curtains<br>or blinds, or simply shade your pointing device, and see if that helps.<br>"	"Try this:  flip your mouse over, and open up the cover that holds the<br>mouse ball in place.  Remove the ball, and inside you should see<br>(probably) 3 rollers.  If any of the rollers have a tiny layer of<br>caked-on dirt, dust, or otherwise unidentifiable scum on them, carefully<br>scrape it off with a small knife (Xacto works great).  *Be Careful*<br>You do not want to gauge the rollers, just clean off the dirt.<br>Put the ball back in, put the cover on, and there you are.  <br><br>I clean a couple of dozen of these every month here.  Another symptom<br>is that when you move the mouse, it seems to ""click"" along.  If this<br>doesn't solve your problem, at least you have a clean mouse.  I highly<br>recommend using a proper _soft_ mouse pad, and if you are a clean freak,<br>place it in your drawer every night or when you don't use it to keep<br>the dust off.<br><br>Personally I prefer track balls.  Oh, which brings me to another point:<br>if your mouse or trackball tracks optically, and the sunlight is <br>streaming through the window onto your mouse/trackball, you may notice<br>that it will stop working.  If this happens to you, close the curtains<br>or blinds, or simply shade your pointing device, and see if that helps.<br>"		
795	0	Any comments will be appreciated.	Any comments will be appreciated.		
796	0	"could you please re-post it, or tell be what I'm doing wrong?<br><br>thanks,i.a.,<br>Mickey<br><br>"	"could you please re-post it, or tell be what I'm doing wrong?<br><br>thanks,i.a.,<br>Mickey<br><br>"		
797	0	" In response to a ""different"" kinda wallpaper, here's what I<br>use.  I think the original gif/whatever was called ""not_real"".  The <br>artist name and logo is in the lower right corner.  You will need VGA<br>I think, and I have this sized for 800x600 256 color screens.  Use<br>this in your Windows directory and do not tile it.  Hope you enjoy.<br>"	" In response to a ""different"" kinda wallpaper, here's what I<br>use.  I think the original gif/whatever was called ""not_real"".  The <br>artist name and logo is in the lower right corner.  You will need VGA<br>I think, and I have this sized for 800x600 256 color screens.  Use<br>this in your Windows directory and do not tile it.  Hope you enjoy.<br>"		
798	1	"I saw in this months PC or PC World an ad for computers using IBM's 486SLC.<br>So I don't think IBM is restricted in selling their chips, at least not<br>anymore. A clock-tripled 486, even without coprocessor would be great,<br>especially with 16k on-board cache. Make it 386 pin-compatible, and you<br>have the chip upgrade that dreams are made of :-)"	"I saw in this months PC or PC World an ad for computers using IBM's 486SLC.<br>So I don't think IBM is restricted in selling their chips, at least not<br>anymore. A clock-tripled 486, even without coprocessor would be great,<br>especially with 16k on-board cache. Make it 386 pin-compatible, and you<br>have the chip upgrade that dreams are made of :-)"		
799	1	"Another (albeit strange) option is using a program like 800 II<br>(available via anonymous FTP at many major sites), or FDFORMAT<br>(also available via anonymous FTP), that allows you to format<br>5.25HD disks to 1.44Meg, or 3.5""HD disks to 1.2Meg (along with<br>many MANY other formats!) so you can DISKCOPY (yes, the broken<br>MeSsy-DOS DISKCOPY!) the 5.25"" disks onto 3.5"" disks or vice<br>versa...  I use this techniques with ""NON-DOS"" self-booting <br>game disks on my old Tandy 1000, and it works...  Another program<br>named Teledisk (shareware--available on many major BBS's) will<br>also make the weird format disks, provided you have 800 II<br>or FDFormat installed....  Some disks that won't DISKCOPY<br>properly can be readily Teledisk'd into the proper format...<br>At least this is a software solution for a hardware/BIOS <br>deficiency, eh? <br><br><br>--<br>Joseph Zbiciak                         im14u2c@camelot.bradley.edu<br>[====Disclaimer--If you believe any of this, check your head!====]<br>------------------------------------------------------------------"	"Another (albeit strange) option is using a program like 800 II<br>(available via anonymous FTP at many major sites), or FDFORMAT<br>(also available via anonymous FTP), that allows you to format<br>5.25HD disks to 1.44Meg, or 3.5""HD disks to 1.2Meg (along with<br>many MANY other formats!) so you can DISKCOPY (yes, the broken<br>MeSsy-DOS DISKCOPY!) the 5.25"" disks onto 3.5"" disks or vice<br>versa...  I use this techniques with ""NON-DOS"" self-booting <br>game disks on my old Tandy 1000, and it works...  Another program<br>named Teledisk (shareware--available on many major BBS's) will<br>also make the weird format disks, provided you have 800 II<br>or FDFormat installed....  Some disks that won't DISKCOPY<br>properly can be readily Teledisk'd into the proper format...<br>At least this is a software solution for a hardware/BIOS <br>deficiency, eh? <br><br><br>--<br>Joseph Zbiciak                         im14u2c@camelot.bradley.edu<br>[====Disclaimer--If you believe any of this, check your head!====]<br>------------------------------------------------------------------"		
800	0	"Time for a new discussion, maybe ? I asked in these groups some time ago<br>what about the TC++/VE, and got no answers, so I decided to try. My brother<br>who lives in the US bought and sent it to me, and I'm still trying to get<br>used to it.<br><br>Before I put my good/bad points list, consider I am a Turbo Pascal/DOS<br>programmer, and sometimes try to make something in Unix with C (just<br>some exercises from university). I used to make some programs in<br>Microsoft C version 5 (!!) because we used some third-party libraries<br>that required that. <br>- I like Borland. It seems to me much more easier to use than Microsoft,<br>  specially the debugger. I tried to learn Codeview sometimes, but never<br>  felt confortable with it.<br>- TC++ V/E seems very nice to create simple apps, like the examples on the<br>  ObjectWindows book. So far, no problems. Lets see next week or so, when I<br>  will try something more complex.<br>- It works nice even in my ""weak"" machine 386/16Mhz, 6 Mb Ram. <br><br>But.....<br><br>- The manual for the Resource Workshop seems to be from a different version <br>  from the Workshop itself. Some of the windows that appear on the manual<br>  have more itens than in the manual.<br>- I think I will run into trouble since I got this TC++/VE from my brother<br>  as a present. I didnt wanted to buy the Japanese version because 1) I <br>  suspect that the manuals will be in Japanese :-( and 2) I believe it<br>  will be far more expensive here. So he bought it as a present and sent to<br>  me, I send the registration card to the Japanese branch of Borland, but...<br>  who knows.<br><br>So, I'd like to ask some questions for you all;<br><br>- I know that there are some Microsoft guys around here in this group. Is<br>  there anybody from Borland ? Is there any e-mail address that we can <br>  contact the technical support ? Not for stupid questions, but to ask<br>  for example, why the RW manual seems to be different from the RW itself ?<br>- Is there anybody else using it around here ?<br>- Will the book of Petzold be useful for me ? I intend to use RW and ProtoGen<br>  to make the interfaces and then work on the code itself. <br><br>Answers to my e-mail or comp.os.ms-windows.programmer.tools, please.<br><br>Thanks in advance,"	"Time for a new discussion, maybe ? I asked in these groups some time ago<br>what about the TC++/VE, and got no answers, so I decided to try. My brother<br>who lives in the US bought and sent it to me, and I'm still trying to get<br>used to it.<br><br>Before I put my good/bad points list, consider I am a Turbo Pascal/DOS<br>programmer, and sometimes try to make something in Unix with C (just<br>some exercises from university). I used to make some programs in<br>Microsoft C version 5 (!!) because we used some third-party libraries<br>that required that. <br>- I like Borland. It seems to me much more easier to use than Microsoft,<br>  specially the debugger. I tried to learn Codeview sometimes, but never<br>  felt confortable with it.<br>- TC++ V/E seems very nice to create simple apps, like the examples on the<br>  ObjectWindows book. So far, no problems. Lets see next week or so, when I<br>  will try something more complex.<br>- It works nice even in my ""weak"" machine 386/16Mhz, 6 Mb Ram. <br><br>But.....<br><br>- The manual for the Resource Workshop seems to be from a different version <br>  from the Workshop itself. Some of the windows that appear on the manual<br>  have more itens than in the manual.<br>- I think I will run into trouble since I got this TC++/VE from my brother<br>  as a present. I didnt wanted to buy the Japanese version because 1) I <br>  suspect that the manuals will be in Japanese :-( and 2) I believe it<br>  will be far more expensive here. So he bought it as a present and sent to<br>  me, I send the registration card to the Japanese branch of Borland, but...<br>  who knows.<br><br>So, I'd like to ask some questions for you all;<br><br>- I know that there are some Microsoft guys around here in this group. Is<br>  there anybody from Borland ? Is there any e-mail address that we can <br>  contact the technical support ? Not for stupid questions, but to ask<br>  for example, why the RW manual seems to be different from the RW itself ?<br>- Is there anybody else using it around here ?<br>- Will the book of Petzold be useful for me ? I intend to use RW and ProtoGen<br>  to make the interfaces and then work on the code itself. <br><br>Answers to my e-mail or comp.os.ms-windows.programmer.tools, please.<br><br>Thanks in advance,"		
801	1	"My current I/O card uses 8250's (correct number? The braindead ones anyway).<br>It also controls two floppy drives, and two IDE hard drives.<br><br>Ideally, I'd like to get a new multi I/O card, that had 2 serial ports with<br>16550's and could also control another 2 IDE HD's. It would have to have<br>configurable addresses for both the serial ports, and the IDE controller, so<br>it could co-exist with my existing card.<br><br>Does such a beast exist? Now the hard part - where can I get one in Australia,<br>preferably Brisbane?"	"My current I/O card uses 8250's (correct number? The braindead ones anyway).<br>It also controls two floppy drives, and two IDE hard drives.<br><br>Ideally, I'd like to get a new multi I/O card, that had 2 serial ports with<br>16550's and could also control another 2 IDE HD's. It would have to have<br>configurable addresses for both the serial ports, and the IDE controller, so<br>it could co-exist with my existing card.<br><br>Does such a beast exist? Now the hard part - where can I get one in Australia,<br>preferably Brisbane?"		
802	0	"  I recently bought an Orchid Fahrenheit 1280+. It's a real nice card,<br>but I'm having very big problems with it.<br><br>  The basic problem is that vertical lines are missing from the display<br>in windows. Something like every other line or so.<br>Also, when I use a DOS gif viewer, namely vpic 6.0c, in Fahrenheit 1280<br>mode, vertical lines are swapped. It's very strange looking.<br>If it uses VESA standards, however, it works great! only it thinks there's<br>only 512K on the card. (There's 1MB on there).<br><br>  I have contacted Orchid support, and they tried to be helpful, but didn't<br>have the answer. I don't think the card is the problem, since it works great<br>on my friend's computer.<br><br>  Here is my setup:<br>Fahrenheit 1280+, 1MB, bios 1.1<br>386-25, Opti-chipset2, AMI bios 1990, 5MB ram.<br>Maxtor 120MB harddrive, (slave)<br>Maxtor 40Mb harddrive (master)<br>Panasonic c1381 monitor,<br>version 4.6 windows drivers.<br>windows 3.1<br>I tried taking all memory managers, etc off, and took all other cards<br>(besides disk controller) off.<br><br>  My friend's setup is 386sx-16, shamrock monitor.<br><br>If anyone has seen anything like this, or can otherwise help, I will be very<br>greatful.<br><br>Please send e-mail to tdarugar@tartarus.ucsd.edu or<br>   tdarugar@ebon.ucsd.edu"	"  I recently bought an Orchid Fahrenheit 1280+. It's a real nice card,<br>but I'm having very big problems with it.<br><br>  The basic problem is that vertical lines are missing from the display<br>in windows. Something like every other line or so.<br>Also, when I use a DOS gif viewer, namely vpic 6.0c, in Fahrenheit 1280<br>mode, vertical lines are swapped. It's very strange looking.<br>If it uses VESA standards, however, it works great! only it thinks there's<br>only 512K on the card. (There's 1MB on there).<br><br>  I have contacted Orchid support, and they tried to be helpful, but didn't<br>have the answer. I don't think the card is the problem, since it works great<br>on my friend's computer.<br><br>  Here is my setup:<br>Fahrenheit 1280+, 1MB, bios 1.1<br>386-25, Opti-chipset2, AMI bios 1990, 5MB ram.<br>Maxtor 120MB harddrive, (slave)<br>Maxtor 40Mb harddrive (master)<br>Panasonic c1381 monitor,<br>version 4.6 windows drivers.<br>windows 3.1<br>I tried taking all memory managers, etc off, and took all other cards<br>(besides disk controller) off.<br><br>  My friend's setup is 386sx-16, shamrock monitor.<br><br>If anyone has seen anything like this, or can otherwise help, I will be very<br>greatful.<br><br>Please send e-mail to tdarugar@tartarus.ucsd.edu or<br>   tdarugar@ebon.ucsd.edu"		
